unused,unused,topic,songFragment
,,money,"Chodź zabieram cię ze sobą wezmę również wiersze  Odpal piwko albo blanta mordko to po pierwsze  Wiersze pisze ręka w głowie rymów mam dostatek  Tak przy każdej płycie zapraszam na mój statek, przenieś"
,,money,"nie obchodzi mnie co myślisz ważne że dzieciaki zdrowe teraz mamy dużo miejsca,  rodzina z ładnym domem ćpun, diler, złodziej pijak, patologia awantury codziennością, sam dolewałem ognia nie obchodzi mnie"
,,money,"Poprzez piaskownice, boiska i nagrania Poprzez ławki szkolne i codzienne spotkania Moi powiernicy prosto z Mazowsza stolicy Z tej najbliższe okolicy Ci ubodzy zawodnicy Z nimi zawarte przymierze, sojusz"
,,money,"Docenia się po utracie, tak tak tak> Nauka o podstawowych zasadach na ruchach Sabot i pb rucha szczęścia szuka Nagrywka przy nas stuka Co w kawałku jest o tym wiedzieć chcesz to posłuchaj Bo to są fakty"
,,love,"Pierwsza noc, Ty w sobie dusisz ten strach  Dookoła mej ulicy krążysz jak ćma.  Jedno spojrzenie mówi wszystko, ja wiem  Oddajesz się pokusie kasy za seks   Ref:  W oczach lęk  Dotykasz dna  Naładowana"
,,love,"Z pozoru chłodny, choć w środku płonę,Idąc bez celu, zmierzam do niej.Nie potrzebuję żadnej mapy,Żeby bezbłędnie do niej trafićMiłości, bracie, się nie kupi...Ten, kto to śpiewał, nie był głupi...Lecz"
,,love,"Gdy stoję przy oknie i liczę srebrzące się gwiazdy Bo one niewinne są obce, czy połączą nas? Kochaliśmy się, lecz szukałaś miłości w oddali Nie szukaj miłości, bo miłość to szczęście wśród gwiazd Jak długo"
,,love,"ref:  i nawet jeśli to nikomu się nie śniło  światem rządzi miłość (dokładnie tak)  i nawet jeśli to nie śniło się nikomu  światem rządzi miłość, tylko musimy jej pomóc  zwr1: (mista pita)  jestem chuliganem"
,,love,"Nie wiem nic o tobie chociaż bardzo chcęPiętno czasu w nasze życie wkrada sięJesteś chociaż czuję, że nie ma cięKogoś pragnę dotknąć, kogoś widzieć chcęTy wiesz (Ty wiesz),Ja wiem (Ja wiem)Życie nasze"
,,love,"Dobra miłość między nami  Tak delikatna, jak aksamit  Taka piękna, jak witraże  Prowadzi marzeń ogrodami  Wiodą nas jej ślady  W posiwiałe sady  Pól rozległy bezkres  Gdzie nie kłamie serce  Ale już odchodzi"
,,love,Znowu to zaczęło się Kolejny już raz do Ciebie poczułem coś Myślę że to miłość Myślę że kocham Cię Mam nadzieję że kiedyś zrozumiesz  Że i Ty  kochasz mnie Że wszystkie zauroczenia miną  Że po nich zostanę
,,love,"Ponieważ znów są Święta Uwierzmy jeszcze raz W naszą miłość, iskrę, płomień co był w nas Serce to pamięta  Ponieważ znów są Święta Pogódźmy z życiem się Doskonałe nie jest, lecz my także nie  Więc wybaczmy"
,,love,"Podaruj mi noc, podaruj jeszcze raz. Podaruj mi to co zdarzyło się w blasku gwiazd. Twój dotyk i słowo i cały świat był nasz. Ty byłaś moja  Podaruj mi noc, podaruj jeszcze raz. Mówiłaś, że to nieznany"
,,love,"Jej zazdrości każdy sen on przerasta rzeczywistość mieli się i gdzieś tam jest przesiąknięta szczęściem przyszłość zakurzona doznaniami których nie chcesz już pamiętać tracisz wiarę, że gdzieś jest tak"
,,money,"1) BARTAS: Polskie gwiazdy, reprezentantki ostrej jazdy, Przy nich gwiazdor, jego kasa, sprzyja rewelacjom, Kupuje wszystko jej, by było dobrze jej, Choć ona swe uczucie, jutro ulokuje gdzie indziej, Potem"
,,money,Zima 97 Nagły atak Spawacza Nasza pojebana nazwa nic kurwa nie oznacza Zjawisko socjologiczne tak wszyscy o nas mówią I coś mi się zdaje że chyba nas nie lubią Bo mówimy kurwa prawdę a prawda jest brutalna Ludzie
,,money,"Docenia się po utracie, tak tak tak> Nauka o podstawowych zasadach na ruchach Sabot i pb rucha szczęścia szuka Nagrywka przy nas stuka Co w kawałku jest o tym wiedzieć chcesz to posłuchaj Bo to są fakty"
,,money,"RPS, o Nadmiar szkodzi White House  Z nadmiaru ma niestrawność, a się nie podzieli frajer To nie bajer z Bel-Air, ludziom zbyt dużo się wydaje Że wydaje ten co ma, więc powinien im coś oddać Tylko, dlatego,"
,,money,"Znowu słońce schodzi poniżej horyzontu linii Budzą się dzikie żądze, dilerzy, szponty, dziwki Hajs, włamy używki, szybki seks, tekst płytki ,  Ile za godzinę chcesz za coś więcej niż striptiz? Znaczą więcej"
,,money,"Życie nie rozpieszcza, mów ale się streszczaj. Nie mam ochoty słuchać kolejnego wieszcza! Właściwie nikogo nie mam słuchać ochoty, Mam swoje problemy, mam swoje kłopoty. Mam dwa litry żółci i dwa kilo"
,,money,"Dzisiejszy ranek przyniósł nowe pomysły Tak doniosłe i mądre, aż trudno w to uwierzyć Wzbogacą producenta, pomysłodawcę także Obieg korupcji zatacza kręgi zawsze Pieniądze przecież leżą na ulicy Tylko"
,,money,"właśnie taksiedem siedemhemp gruwładza, terror, pieniądze, agresjato języki światakultura przestępstwapłacz, narkotyki, ciężkie porno, brońniezauważalny cierpienia hardkormówię ci ziomek, choć ważny jest"
,,money,1.Prymityw kiedyś podjął decyzje męskąStrzec drzewa oświecone inteligencjąJego pierwsze narzędzie jak pismo powiadaTo kawał kija którym zarąbał sąsiadaPotem tylko było lepiej bo robił podporęWymyślił pieniądze
,,money,"Te kilka słów o muzyce, rymów tworzenia diagnostyce Kilka zdań o tematyce prostej, nie logice nad tym Dlaczego dzieje się tak a nie inaczej, jeden uśmiech na mordzie Drugi nad swym losem płacze Czemu trudno"
,,love,"Przykucnął świt na oknie słońcem zdobionym.Cisza i sen na twarzy twojej spokojnej.Uśmiechasz się, widzisz to upragnione.Cisza i sen. Chwila, to przemijanie.Uciekasz w nieznany świat, uczucia łzami zlepione.Cichutki"
,,love,"Pytasz, co w moim życiu z wszystkich rzeczą główną,Powiem ci: śmierć i miłość - obydwie zarówno.Jednej oczu się czarnych, drugiej - modrych boję,Te dwie są me miłości i dwie śmierci moje (...)Na żarnach"
,,love,Wiosną lub początkiem lataPamięć figle płataKtoś do ucha szepnął wierszemSłowa przenajszczerszeMówił popatrzJa kochamTa chwila złotaNiechaj trwaChoć czas będzie chciał na gorsze zmienić nasNie pozwala
,,love,"Przez wiele lat błądziłem poznałem chyba milion drógMiałem nadzieję, że ta którą zmierzam dobrą jestBył czas, że zostawiłem za sobą cały światGdzieś w biegu coś straciłem ta droga była złaBo miłość składa"
,,love,Kiedy coś w człowieku się łamie  Kiedy ma zły czas  Dookoła brak takich miejsc  Żeby uciec tam  Byle miłość niosła nas  Ona niech prowadzi  Kiedy idąc ulicą patrzysz prosto w dół  To świat  Co otacza cię
,,love,Wciąż nie wiem jak  Czym obronić Cię  Przed tymi złymi snami  Ale zawsze wiedz trzymam cię za rękę Tę głęboką toń  W której zanurzysz się  Możesz oswoić swą miłość  Tego właśnie chcę dziś nauczyć ciebie
,,love,"1.Jest takie niebo jak len, Jest taka miłość jak sen Są takie łzy Słodsze niż słodycz             Jak ty. Ref. Greckie wino ma smak twoich ust,         Namiętnych ust,         Gorących tak jak żar    "
,,love,"Jesteś radosny, cieszy się twe serce,gdy się w nim rodzi uczucie miłości. Jesteś szczęśliwy, bo pewność nasz jedną,Że jesteś częścią niezmiernego życia.Co swoją hojność rozsiewa wokół nas,Bo miłość Pana"
,,love,"Muszę dziś ciebie zabić Muszę, bo miłość gaśnie w tobie nam Muszę dziś ciebie zabić Tylko tak mogę ją ocalić nam Kwiat jest piękny, gdy kwitnie Ileż ma w sobie smutku zwiędły kwiat Kwiat jest piękny, gdy"
,,love,"Nie takich ludzi znałeś ty innych ludzi chciałeś znać nie taką drogą szedłeś ty inną drogą chciałeś iść lecz idź tam, gdzie każą, bo iść musisz by żyć Kto koszmar ten wymyślił kto główną w nim ci rolę"
,,money,"1. Ja poznałem laskę na ciemnej ulicy jakieś kilka lat temu w bardzo dziwnej okolicy , skąpo ubrana stała z koleżankami i szeroko barczystymi dwoma kolesiami , zapragnąłem ją mieć chciałem się zabawić"
,,money,"Wierzył tylko w sens pieniądza, sprawczą siłę jego Jednak kiedy zachorował ujrzał co innego Stało ważne się co było uwagi niewarte Gdy wyzdrowiał to zapomniał, serce mam rozdarte  Nie chodził na katechezy,"
,,money,"Proszę Pana jest słonecznie godzina parę minut, parę minut stąd. Ja wypuszczam dym, co unosi wiatr, unosi hen, gdzieś tam... Tam gdzie nie ma Pana, co grzeje swój tyłek na wygodnej posadzie. Pieniądze"
,,money,"Na mojej pustyni rosną czarne kwiaty naszej ziemi wyrywam kosztowne agaty żeby pokryć straty, czy to jest miłość? wole jakość, a nie ilość! mam dość gadania. stereo w głowie ona mówi, on chce, a ten co"
,,money,"(Słyszysz to Fenomen, fenomen, studio efekt, raz, raz, co jest? Elo ej Ty, słyszysz słuchasz? Wiesz czemu Cię to rusza? Yelonky, W tym jest dusza, rap w miasto puszczam.) 1 Ekonom: Ciągle pytacie nas o"
,,money,"feat. Lari Fari Dziś z Tobą bujam w obłokach powiedz co czułaś, gdy blask w Twoich oczach sie tułał, płonął ogień w Twoich lokach. Chłopak w szarych blokach lowelasy w drogich furach i tak wiem, że mnie"
,,money,W tym kraju naprawdę wszystko może się zdarzyć         Można dostać po ryju lub głaskanym być po twarzy         W marcu jak w garncu a w maju jak w raju         Co jeszcze się zdarzy w tym dziwnym kraju?
,,money,"Dzień po dniu betonowa dżungla wzywa szukając króla w słońcu ma lśnić jego grzywa, chyba jak na razie polowanie się zaczyna który to mysliwy, a który to zwierzyna wystawiasz swojego syna na pewną męke"
,,money,"Ja..., ja...  Ja budzę się codziennie raczej rano  A jestem przecież osobą uznaną  Zakładam spodnie, przemywam oczy  Biegnę na plac Getta co koń wyskoczy  Nauczyłem się być tam codziennie wcześnie  Prawo"
,,money,... kto nie widzi ten nie umie dobrze spojrzeć...  ... kto nie widzi ten nie umie dobrze spojrzeć...  ... rozjerzyj się... otwórz oczy...  .... rozejrzyj się...  ... tyle rzeczy... można tutaj dostrzec...
,,love,"Niczym żywioły dwa zdrada i miłość, Gdy jeden się rozpala drugi gaśnie. I niby pewność masz, masz też wątpliwość, Jedno istnieje obok drugie właśnie. To nie jest tak, że mój świat czarno-biały, Bo pełno"
,,love,"Widziałam chłopca, który pokochał sercem, bardzo wierzył, że uczucie sens mu da. Lecz niestety ona ciągle bawiła się, wykorzystać - celem było jej. Ref: Wierz w miłość, bo ona naprawdę jest. Raz skrzywdzi"
,,love,"Od niedawna takzmieniasz sobą taty światModre oczka, mały nosekSłodkie pysie dwaNowa miłość pokonałamęskiej dumy szyldŁagodności nastał czasZasłuchania w oddech TwójMała Zosiu - Muszelko, zaśnij jużMała"
,,love,"Słońce wstało wysoko i daje mi znaćŁazi po skraju okien, już pora by wstaćZiemia kręci się szybko i trochę mnie mdliNie chce mi się gadać, to nie mówię nicRef: Nie wiem co robić mam czekając na miłość"
,,love,"Jak spod ziemi się zjawiła Nasza miłość, moja miła Dokąd biegła, skąd przybyła Któż to wie Skoro już się tak zdarzyło Że tu do nas przyszła miłość Róbmy tak, by jej nie było Z nami źle Odczuć jej nie dajmy"
,,love,"Miłość jest jak cień człowieka, uciekasz, to cię goni, a kiedy ją gonisz ucieka, jak dzień, jak dzień  Miłość jest jak cień człowieka, uciekasz, to cię goni, a kiedy ją gonisz ucieka, jak dzień, jak dzień"
,,love,"Chcemy być wielcy bez łez i cierpienia Łatwo żyć to tylko złudzenia Kochać miłością, która nie boli I nad swym życiem nie tracić kontroli Chcemy być wielcy bez łez i cierpienia ""Łatwo żyć"" to tylko złudzenia Kochać"
,,love,Kiedy na świat przyszedłem mówiłem tylko sercem i tylko sercem czytałem dni Nie trzeba było słowa żeby powiedzieć kocham z czystej radości  Tak bym bardzo chciał Naprawdę poczuć jeszcze raz Jak dawniej spotkać
,,love,"niewiele do szczęście mi trzeba kobieta łyk wina, kęs chleba i taniec gorący jak piekła dno  na dobre sobie pisani rytmem ciała dobrani gra muzyka, bo jestem z nią  tak nią  ten taniec pod dachem z gwiazd dwa"
,,love,"bo ty jesteś kimś kto uczy , bawi  mnie tylko z tobą  pragnę żyć kochanie ty jesteś kimś, przy którym czuje ze warto kochać marzyć, jak ssie chce  pomiędzy nami wielka miłość i to się nigdy nie zmieniło jak"
,,money,"Dla Pani Nais Odcięte obrazy jak wyjęte z delirium bezsenne noce,dusza w ciele jak intruz postacie jak z filmu,grają tylko epizod miłość którą miałam oddałam tym bitom wszystkie dni życia,pieniądze,błyskotki nie"
,,money,"Usłysz mój głos 2010 znowu jestem tu, Ej dziewczyny i kolesie wieść niesie,  Że potrzebny tu wokal bo  Co nowego słychać człowiek? Co tam? Wróciłem, choć nigdzie nie byłem, sprawdź mnie Mam siłę, wciąż"
,,money,"No, no, no, no, no, Nowy konflikt światowy, co wieczór w telewizji Spiker nakazuje gotowość do inwazji Nasze dzieci są karmione tonami przemocy Nowi bohaterowie - Schwarzenegger i Norris Wszystko więcej"
,,money,"Moja w tym głowa ,zakładam kaptur robie rap tu składam słowa do taktu to słowa ,tylko słowa zobacz prawo ma prawo mi się nie podobaĆ. Jedziemy w BMW ja i Buch dzielimy PLN-y na dwóch siedzimy tak bez słów"
,,money,Kiedyś Ty z tatą na imprezach przy paru piwach teraz ja ide na melanż dziś tak to się nazywa dziś Ty się martwisz skąd biorę pieniądze kurwa przecież jej nie powiem prosto w twarz tak nie mogę więc kłamie
,,money,"Nadciąga apokalipsa, przyszła kryska Hydra wychodzi z legowiska by gryźć was Czystka, młodzi zabijają tych starszych A ci starsi już dawno podusili tych martwych Czujesz? Siarki zapach. Ból! Parzy napalm Spójrz!"
,,money,"1)  Już wiem o czym będzie ten kawałek dziecko.  Życie rapera jest ciężkie, jest kiepsko.  Wstaję dwunasta mniej więcej bo trzeba.  Do roboty nie pendzę bo jej nie mam.  Znam hasło, wstawaj, dnia nie przegap."
,,money,"Studio bez nazwy, 2007, ej... ej... Studio bez nazwy, bez nazwisk płyta Ona poznała go tak, jak jego kumpli Czyli po znajomościach jej najbliższej przyjaciółki Weszli do środka, mały klubik w centrum Zbyt"
,,money,"{Dj Buhh} [Kołcz] Kiedy trener wpada na imprezke wszyscy zawodnicy wiedzą że już jestem robimy mocną, mocną rozgrzewke pijemy potem pare drinków jeszcze później w nocy to już tylko sparing każdy Bezel"
,,money,kiedyś ty z tatą na imprezach przy paru piwach teraz ja idę na melanż dziś tak to się nazywa dziś ty się martwisz skąd biorę pieniądze kurwa przecież jej nie powiem prosto w twarz tak nie mogę więc kłamie
,,love,"Nie kochaj, nie   Nie kochaj, nie   Nie kochaj, nie    to byłaś ty kochałem tylko ciebie jedna  sny o tobie mnie w nocy dręczą a dziś juz dobrze wiem ze to prawdziwa miłosną szybko sie zaczęło  i szybko"
,,love,"Za nami miłośc  najpiękniejsza jaka jest, Za nami miłość,  krajobrazy tamtych miejsc. Spełnieony czas, spełnione dni i struna słońca która jeszcze w dłoniach drży. Za nami miłość to się zdarza tylko raz, odloty"
,,love,Ona trwała nie długo nie krótko Dla miłości najlepszy to czas Niosla tyle radości co smutku i wszystkiego w niej było w sam raz Tyle ile potrzeba słodyczy przy czym wcale nie btło jej brak kszty goryczy
,,love,Kiedy Cię widzę czas się zmienia z zimowego na letni Dzień jest dłuższy a debed na koncie mojej samotności mniejszy Nic nie jest krzywe wszystko jest proste kiedy jesteś obok mnie Dla Ciebie zrobię 5 pąpek
,,love,"Nagle przestał płynąć czasW głowie blask wiruje, świat unosi CięSucho w ustach, ciało drżyChciałbyś wyjść, a nie masz sił i pytasz sięCo tak napadło mnieCzy znajdę na to lekCo to w ogóle jest?To tylko"
,,love,"1.Kto kocha,ten ufa tak bardzo bez granic,zakazów.  Kto kocha,ma w sobie tę moc nadziei na zawsze.  To miłość ma siłę,by w przyszłość spoglądać bz lęku.  Lecz musi być szczera,co dzień co noc,uczucia znajdzie"
,,love,"1.Powiedz dzisiaj co mam z sobą zrobić-odejść już na zawsze?Czy pozostać tu?Czy zapomnieć o tych wszystkich chwilach,w których dałaś kiedyś mi a odbierasz dziś.Nigdy nie pozwole nie odejśc dla miłości"
,,love,"Ref.: Zagraj ze mną w uczucia dwa. Zagraj ze mną w uczucia dwa. Dla Ciebie miłość, dla mnie to taka gra. 1. Dla Ciebie wielka miłość nie istnieje, to wiem. Te głupie gesty, kwiaty, słowa prysły jak sen. Złote"
,,love,Parę miłych słów Parę przyjaznych gestów Tysiące ciepłych spojrzeń Tyle znaków dałem Ci Tyle ofiarowałem dni Tak liczyłem ze sama Zauważysz mnie REF: Bo jak na deszczu łza          Niezauważalna jest moja
,,love,"O Radości, iskro bogów, kwiecie elizejskich pól święta, na twym świętym progu staje nasz natchniony chór Jasność twoja wszystko zaćmi złączy, co rozdzielił los. Wszyscy ludzie będą braćmi tam, gdzie twój"
,,money,"Czas najwyższy rzeczy po imieniu nazywać, proszę bardzo moje alter ego to włamywacz,  Nie taki zwykły, mam specjalny wytrych, swoje sposoby by pootwierać ludzią głowy, kiedy zawodzą tradycyjne metody możesz"
,,money,1. Cień pod parasolem to chwila wytchnienia barman browar polej bo umieram z pragnienia dla pań zimne drinki bo aż całe płoną pełne sex appilu opalone na brązowo zdrowo wyglądają z uśmiechem i w mini albo
,,money,"Joł, to jest dokładnie tak, to już 10 lat robię rapTak wiele mi to dało, zobaczyłem wieleZrozumiałem wiele, przeżyłem wieleMama widziała dla mnie inną przyszłośćTata też inaczej wyszło to życie wieszPrzepraszam"
,,money,"Wywożę siódemą pacjenta do lasu jestem królem, cesarzem hałasu cztery kuracje, mam wibracje bandyckie akcje w miejskie okupacje rzygam na Twoją frustrację wypierdalam benzynowe stacje ściągam pieniądze"
,,money,"To jest moje, rozumiesz? Moje i nikt mi tego nie odbierze, O to się nie boję To co słyszysz to jest tylko moje, Rozumiesz moje, nikt mi tego nie odbierze, Tak jak to, że w Boga wierzę, Rozwinę teraz to"
,,money,Ref. x2  Dzięki niemu jestem dzięki niemu przeżyłem  Rap daje mi siłę rap daje mi siłę  Od kiedy tu jestem zawsze w niego wierzyłem  Rap daje mi siłę rap daje mi siłę  To wbijam i wiem  Mam stopę i werbel
,,money,"Wyjechali,i nikomu wcale się nie dziwię szansa na lepsze życie, nie losy w wystawowej szybie gdzieś tam daleko a całym sercem bardzo blisko żeby poprawić byt i zbudować tam przyszłość tak to już wyszło"
,,money,"Drogie dziatki, chcemy streścić,Co w powieści ""Lalka"" zmieściłPrus (pseudonim Głowackiego).Są to dzieje Wokulskiego,Co w powstaniu wziął styczniowymUdział, stąd wypoczynkowyUrlop potem miał w sceneriiDość"
,,money,W tym kraju naprawdę wszystko może się zdarzyć  Można dostać po ryju lub głaskanym być po twarzy  W marcu jak w garncu a w maju jak w raju  Co jeszcze się zdarzy w tym dziwnym kraju?  Każdy orze jak może
,,money,"x4] Mogło być tak dobrze powiedziałeś jednak jedno słowo za dużo Wszystko szło tak dobrze, mówiłeś mi per bracie byłeś najlepszym ziomkiem, zawsze razem w tym temacie wpływały nam pieniądze dość lekko"
,,love,"Zwykłą codziennością dnia Zaczął się nasz świat. Powiem wiatru, płomyk słońca Nadzieję budził w nas. I tylko jedno Twe spojrzenie Odmieniło cały mój świat. Świat pełen ran, Świat pełen wad. Wokół nas prawdziwy Dobry,"
,,love,Moje łzy nic nie znaczą już moje łzy nic nie znaczą już dla Ciebie  Gdy mój żar pragnie twego znów mój żar pragnie twego ty gasisz płomienie  A miałam być najjaśniejszą z was miałam być najjaśniejszą na
,,love,"Ciągle iść w stronę słońca Z tobą za rękę, tam do końca Serce kipi, miłość gorąca Splątani razem jak rzeka rwąca  /2x  Mocno bije me serducho  Słowa szeptane na ucho Mam nadzieje będzie dobrze Nawet kiedy"
,,love,Kiedy Cię widzę czas się zmienia z zimowego na letni  Dzień jest dłuższy a debed na koncie mojej samotności mniejszy  Nic nie jest krzywe wszystko jest proste kiedy jesteś obok mnie  Dla Ciebie zrobię
,,love,Za miłość która jest w nas Za te piękne chwile Wypijemy dziś jeszcze raz Wina pełen dzban /2x  Za miłość która jest w nas Za to co przed nami Wypijmy dziś jeszcze raz Wina pełen dzban  To co piękne wciąż
,,love,zakochałem się zakochałem się  zakochałem się w dziewczynie na wielka miłość przyszedł czas zakochałem się w tej jedynej do stóp jej rzucę cały świat zakochałem się w dziewczynie na wielka miłość przyszedł
,,love,kręcił numer daremnie i w nocy i we dnie też by kupić miłość miłość zawiłość  nie ważne gdzie a ni za ile godzinne ma jak każdy klient obcować wielbić jak boginie chce tonąc jej aż każe musi wynieść  powrócił jutro
,,love,"ani więcej, ani mniej przy tobie mam już wszytko nim zasypie drogi czas nim zapomnę jak to jest chce przestać grać, chce przestać bic i nie próbować zmieniać tego co jest ciebie, czy mnie  dobrze wiem,"
,,love,wirują pary zakochane chyba tylko ja podbieram ścianę podchodzę do nie j tak nieśmiałe a już po chwili tworzymy parę  kolorową suknie ona ma dzisiaj tańczysz ty z tobą tańczę ja tak spotkały się złączyły
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,money,Palenie jest okej [joł] ja tak sądzę Kurwa ja kocham palić pieniądze Palenie albo zdrowie wybór należy do ciebie Palisz hajs i czujesz się jak w niebie 10 złoty kurwa chyba żartujesz Ja pale 100-złotówki
,,money,"Ej Tetris, no co jest Es? Nieciekawie, rękawy są za długie a ten pokój nie ma klamek, Esdwa, no co jest Tet? Bywało lepiej Mówiłem przecież nie ciesz się, bo i tak będzie przeżyć, i po to były konspiracje"
,,money,"feat. Lari Fari  Dziś z Tobą bujam w obłokach  powiedz co czułaś, gdy blask w Twoich oczach sie tułał,  płonął ogień w Twoich lokach.  Chłopak w szarych blokach  lowelasy w drogich furach  i tak wiem,"
,,money,w keyboard stukam w remont stukam coś w tym tv mialem plan zlukać fuck co za upał trzeci heinek stukam lecimy furami chlać w sportowych butach fabryka rapu co bębni w blokach stopa hajhel sny stopa w klubie
,,money,"Chcesz to klaszcz, nie chcesz to nie klaszcz To jest mój czas i nie mogę przestać Nie mogę przestać, nie mogę przestać grać Tu w blokach mamy rap muzykę Tu Bóg kocha tych co w oczach mają ikrę Wiesz co"
,,money,"[Kołcz] Kiedy trener wpada na imprezke wszyscy zawodnicy wiedzą że już jestem robimy mocną, mocną rozgrzewke pijemy potem pare drinków jeszcze później w nocy to już tylko sparing każdy Bezel szuka swojej"
,,money,"feat. Lari Fari  Dziś z Tobą bujam w obłokach  powiedz co czułaś, gdy blask w Twoich oczach sie tułał,  płonął ogień w Twoich lokach.  Chłopak w szarych blokach  lowelasy w drogich furach  i tak wiem,"
,,money,"Ref. Nigdy nie oszukuj dobrych ludzi, nigdy, nigdy nie oszukuj ludzi,  nigdy nie oszukuj swoich ludzi  nigdy, nigdy nie oszukuj ludzi. (x2) 1. Nie wolno kręcić braci, nawet będąc w potrzebie,  nie wykorzystuj"
,,money,"Ważne nieważne Ważne nieważne Ważne nieważne man, a między nimi pochowane  jeszcze wiele odcieni podłości Ważne nieważne Ważne nieważne Ważne nieważne man, i między nimi jednak odrobina miłości x2 Ważny"
,,money,Ref. Njaskrytsze marzenia odeszły daleko Ta wymarzona przyszłośc nie spełni sie zbyt prędko Moje uczucia odeszły w nieznane Wszyscy mnie olali a ja myśle jak zyć dalej I. zacznę tak: histroia bardzo porsta On
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,tak właśnie myślę a myśli chcę poskładać to co się stało w ogóle się nie zdarza  tak myśli snuję w leniwych przytuleniach chcą odpowiedzieć na wszystkie twe pytania  czy to mi... czy to mi... czy to miłość
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,love,"Jah. Jah-Jah. Jah. Jah-Jah.  Kto jest Jah i gdzie on mieszka. Co znaczy Jah, co znaczy król. Co trwa, co jest, co gra. Rege muzyka Ciało przenika.  Ref: Jah ...  Spójrz w niebo, tam wyrasta, W każdej ziemi"
,,money,"Ja nie pukam do Babilonu bram W głowie gra mi muzyka, w ręce mikrofon mam Nie ma takiej armii co zatrzyma mnie Sam wyważę wrota i wejdę w nie Wszystko jest kwestią wiary, pozytywnego rozmyślania Ja nie"
,,money,"A kto? A co? A miałem sen, w którym zniknęli ci wszyscy, co na karku noszą srogie miny. Nie bez mojej winy ulotnili się jak para. Szedłem ulica, która była pełna barw nie była szara I pełno dźwięków, melodii"
,,money,"Mama prosiła, bym się z tobą nie spotykał I kazała, abym drzwi przed tobą zamykał Tłumaczyła mi: ""Ty opanuj swe żądze!"" Cofnęła mi cotygodniowe pieniądze Trudno mi, gdy leżę w czterech ścianach Wśród zdjęć,"
,,money,"Pierwszym autobusem jadę, całe miasto jeszcze śpi, kolejny przystanek otwierają się drzwi, wchodzi człowiek z dreadlockami yagga yoł mówi mi, yaga, yaga, yaga yoł, a wokół, wokół, wokół, wokół czuje zapach"
,,money,"Ja mówię 'tak' Ty mówisz 'nie' Idę w prawo A ty w lewo Ja chcę zostać A ty chcesz iść Ja wolę noc A ty dzień Ty ciągle robisz pieniądze Ja twe marzenia spełniam Jestem zimą A ty latem Ja wolę spokój Ty"
,,money,"[1] Każdy kto chociaż ma trochę rozumu w głowie Powie: Zawijam się ziomek, bo chcę żyć jak człowiek Mieć twardy łeb trzeba dziś, a nie pukać po czole się Musisz zarobić plik, nie narzekać na pig Co chcę"
,,money,"To co trzyma mnie na ziemi to nie siła ciążenia To siła, która każe nam ścigać marzenia Na siłę nie zmieniam co chwile sumienia Choć chwile zwątpienia, wciąż żyje nadzieja Trzymam się tego nie jak tonący"
